,parent_cust_pairs,parent_cust_dist,parent_a,cust_b
0,"('aac933717a429f57c6ca58f32975c597', 'd9f77aa817568089d59f28a0a4406ade')",4.618288207122657,aac933717a429f57c6ca58f32975c597,d9f77aa817568089d59f28a0a4406ade
1,"('aac933717a429f57c6ca58f32975c597', '77aa919f9ab32002bf6d19b4e2bcdf27')",11.334217099339622,aac933717a429f57c6ca58f32975c597,77aa919f9ab32002bf6d19b4e2bcdf27
2,"('aac933717a429f57c6ca58f32975c597', 'f31ebb5d9a4eb503268dbb35f4ad18c5')",4.405518085096988,aac933717a429f57c6ca58f32975c597,f31ebb5d9a4eb503268dbb35f4ad18c5
3,"('aac933717a429f57c6ca58f32975c597', 'f75d727d94ab18325d5e2c8ddde9f165')",13.804408881185966,aac933717a429f57c6ca58f32975c597,f75d727d94ab18325d5e2c8ddde9f165
4,"('aac933717a429f57c6ca58f32975c597', '9d4dbe725c0dbc4dfc571eb4879a9ab1')",23.427140793785185,aac933717a429f57c6ca58f32975c597,9d4dbe725c0dbc4dfc571eb4879a9ab1
5,"('aac933717a429f57c6ca58f32975c597', 'c2e607a7cf12b3aae5ac42e7a5a4ec71')",12.791108155238453,aac933717a429f57c6ca58f32975c597,c2e607a7cf12b3aae5ac42e7a5a4ec71
6,"('aac933717a429f57c6ca58f32975c597', '140dcf9896d299e160aaa15d964b6e46')",4.191754974424924,aac933717a429f57c6ca58f32975c597,140dcf9896d299e160aaa15d964b6e46
7,"('aac933717a429f57c6ca58f32975c597', '5fce292f40bd47234497c5ac373f7ba8')",29.270735305439125,aac933717a429f57c6ca58f32975c597,5fce292f40bd47234497c5ac373f7ba8
8,"('aac933717a429f57c6ca58f32975c597', '6549f398974221022c22980c6a24c380')",15.298468895343731,aac933717a429f57c6ca58f32975c597,6549f398974221022c22980c6a24c380
9,"('aac933717a429f57c6ca58f32975c597', '88654de6af73975ba7ba866e56c7ede0')",12.905035873773741,aac933717a429f57c6ca58f32975c597,88654de6af73975ba7ba866e56c7ede0
10,"('aac933717a429f57c6ca58f32975c597', 'dfd5fea1013deaeb6ab6611279c41dd3')",5.491575722901568,aac933717a429f57c6ca58f32975c597,dfd5fea1013deaeb6ab6611279c41dd3
11,"('aac933717a429f57c6ca58f32975c597', '9cb59f2ba5c09b38aa28230119e1de60')",31.08359487761101,aac933717a429f57c6ca58f32975c597,9cb59f2ba5c09b38aa28230119e1de60
12,"('aac933717a429f57c6ca58f32975c597', 'd31a757acf5708dd22aecfbb6bd3be90')",5924.071733095851,aac933717a429f57c6ca58f32975c597,d31a757acf5708dd22aecfbb6bd3be90
13,"('aac933717a429f57c6ca58f32975c597', 'e806b234418867a12bd8241d72d8691a')",8.406173524509985,aac933717a429f57c6ca58f32975c597,e806b234418867a12bd8241d72d8691a
14,"('aac933717a429f57c6ca58f32975c597', 'f2e9211584ecfe6cf8cc171a5087a115')",4.026663745816309,aac933717a429f57c6ca58f32975c597,f2e9211584ecfe6cf8cc171a5087a115
15,"('aac933717a429f57c6ca58f32975c597', '1c63d30f44fa4494c627c4535823c2ae')",10.01076544665491,aac933717a429f57c6ca58f32975c597,1c63d30f44fa4494c627c4535823c2ae
16,"('aac933717a429f57c6ca58f32975c597', '2ca50b5a90c84db9f9839c2e23328112')",7.816402682910211,aac933717a429f57c6ca58f32975c597,2ca50b5a90c84db9f9839c2e23328112
17,"('aac933717a429f57c6ca58f32975c597', 'ce10ed1bf827b5bfdfef67e94d40cb12')",16.435812749519204,aac933717a429f57c6ca58f32975c597,ce10ed1bf827b5bfdfef67e94d40cb12
18,"('aac933717a429f57c6ca58f32975c597', 'd3649b56aa3f6e660c9d67a44e2fde81')",11.993999727572026,aac933717a429f57c6ca58f32975c597,d3649b56aa3f6e660c9d67a44e2fde81
19,"('aac933717a429f57c6ca58f32975c597', 'fcc9c932ae4cf43c444fdee1dcb70f80')",13.59426597237619,aac933717a429f57c6ca58f32975c597,fcc9c932ae4cf43c444fdee1dcb70f80
